RECALL_NUMBER,StartDate,EndDate,Incident_NumItems,Incident_UniqueProducts,Incident_BrandsInvolved,BrandList,Incident_Pathogen,Incident_Severity,Incident_DurationDays
12995,2019-05-13 15:30:00,2019-05-13 15:30:00,1,1,1,kind organics,microbiological (quality) generic e.coli,Class II,0
12990,2019-05-10 15:55:00,2019-05-10 15:55:00,1,1,1,kind organics,microbiological (quality) generic e.coli,Class II,0
12954,2019-05-07 16:00:00,2019-05-07 16:00:00,1,1,1,toppits,microbiological (pathogenic) listeria,Class II,0
12975,2019-05-07 14:34:00,2019-05-07 14:34:00,1,1,1,feeding change,microbiological (pathogenic) salmonella,Class II,0
12983,2019-05-07 13:30:00,2019-05-07 13:30:00,1,1,1,1st choice,microbiological (quality) molds,Class III,0
12980,2019-05-05 19:31:00,2019-05-05 19:31:00,1,1,1,dom reserve,microbiological (pathogenic) listeria,Class I,0
12978,2019-05-04 19:15:00,2019-05-04 19:15:00,3,3,1,gpm,microbiological (pathogenic) listeria,Class I,0
12972,2019-05-01 16:58:00,2019-05-01 16:58:00,1,1,1,feeding change,microbiological (pathogenic) salmonella,Class II,0
12969,2019-04-29 18:13:00,2019-04-29 18:13:00,1,1,1,le pic,microbiological (pathogenic) e.coli,Class I,0
12965,2019-04-27 22:11:00,2019-04-27 22:11:00,1,1,1,kind organics,microbiological (quality) generic e.coli,Class II,0
12966,2019-04-26 21:22:00,2019-04-26 21:22:00,2,1,1,ecoideas,microbiological (pathogenic) salmonella,Class II,0
12910,2019-04-26 18:34:00,2019-04-26 18:34:00,9,9,1,celebrate,microbiological (pathogenic) salmonella,Class I,0
12959,2019-04-19 18:48:00,2019-04-19 18:48:00,3,3,1,gpm,microbiological (pathogenic) listeria,Class I,0
12949,2019-04-15 14:47:00,2019-04-15 14:47:00,2,2,1,kind organics,microbiological (quality) generic e.coli,Class II,0
12948,2019-04-14 21:12:00,2019-04-14 21:12:00,1,1,1,feeding change,microbiological (pathogenic) salmonella,Class II,0
12923,2019-04-12 14:56:00,2019-04-12 14:56:00,1,1,1,kokkinos oreinos,microbiological (pathogenic) e.coli,Class II,0
12945,2019-04-10 15:30:00,2019-04-10 15:30:00,1,1,1,kind organics,microbiological (quality) generic e.coli,Class II,0
12927,2019-04-03 13:57:00,2019-04-03 13:57:00,1,1,1,none / aucun,microbiological (pathogenic) salmonella,Class III,0
12920,2019-04-02 18:20:00,2019-04-02 18:20:00,2,1,1,woash wellness,microbiological (pathogenic) salmonella,Class III,0
12921,2019-04-02 17:08:00,2019-04-02 17:08:00,1,1,1,oreinos mylopotamos,microbiological (pathogenic) listeria,Class I,0
12913,2019-03-29 15:43:00,2019-03-29 15:43:00,1,1,1,michael kelly,microbiological (quality) generic e.coli,Class II,0
12904,2019-03-27 15:57:00,2019-03-27 15:57:00,8,5,1,lee's tea,microbiological (pathogenic) salmonella,Class II,0
12907,2019-03-27 14:42:00,2019-03-27 14:42:00,2,2,1,westholme tea company,microbiological (pathogenic) salmonella,Class III,0
12902,2019-03-26 20:32:00,2019-03-26 20:32:00,22,9,1,naked teas galore,microbiological (pathogenic) salmonella,Class III,0
12820,2019-03-21 14:18:00,2019-03-21 14:18:00,1,1,1,janes,microbiological (pathogenic) salmonella,Class I,0
12896,2019-03-21 10:51:00,2019-03-21 10:51:00,5,2,1,organic matters,microbiological (pathogenic) salmonella,Class II,0
12897,2019-03-21 10:51:00,2019-03-21 10:51:00,1,1,1,hatton naturals,microbiological (pathogenic) salmonella,Class II,0
12883,2019-03-19 15:35:00,2019-03-19 15:35:00,3,3,3,"cavalier, olymel solutions, subway",microbiological (pathogenic) salmonella,Class II,0
12884,2019-03-15 18:30:00,2019-03-15 18:30:00,2,1,2,"none / aucun, out of the blue fish & seafood market",microbiological (pathogenic) clostridium botulinum,Class I,0
12836,2019-03-05 13:00:00,2019-03-05 13:00:00,1,1,1,flying swallow,microbiological (quality) molds,Class III,0
12826,2019-02-27 21:03:00,2019-02-27 21:03:00,1,1,1,boffo's,microbiological (pathogenic) clostridium botulinum,Class I,0
12821,2019-02-26 15:27:00,2019-02-26 15:27:00,1,1,1,compliments,microbiological (pathogenic) salmonella,Class I,0
12783,2019-02-21 10:28:00,2019-02-21 10:28:00,1,1,1,flowers pastry,microbiological (quality) molds,Class III,0
12804,2019-02-19 20:20:00,2019-02-19 20:20:00,1,1,1,canada herb,microbiological (pathogenic) salmonella,Class II,0
12791,2019-02-17 14:44:00,2019-02-17 14:44:00,1,1,1,eat smart,microbiological (pathogenic) listeria,Class I,0
12792,2019-02-17 14:44:00,2019-02-17 14:44:00,1,1,1,eat smart,microbiological (pathogenic) listeria,Class I,0
12793,2019-02-17 14:44:00,2019-02-17 14:44:00,1,1,1,eat smart,microbiological (pathogenic) listeria,Class I,0
12797,2019-02-14 17:13:00,2019-02-14 17:13:00,11,11,1,vivi and tom,microbiological (pathogenic) clostridium botulinum,Class I,0
12796,2019-02-13 20:24:00,2019-02-13 20:24:00,1,1,1,vivi and tom,microbiological (pathogenic) clostridium botulinum,Class I,0
12861,2019-02-08 20:50:00,2019-02-08 20:50:00,18,18,2,"betty, nancy's fancy yummy-in-the-tummy",microbiological (other),Class II,0
12748,2019-01-25 18:09:00,2019-01-25 18:09:00,1,1,1,crisp & delicious / croquant & délicieux,microbiological (pathogenic) salmonella,Class I,0
12750,2019-01-25 12:50:00,2019-01-25 12:50:00,1,1,1,"cec entertainment, inc.",microbiological (pathogenic) salmonella,Class II,0
12745,2019-01-22 18:48:00,2019-01-22 18:48:00,2,2,2,"longo's, veg pak",microbiological (pathogenic) salmonella,Class II,0
12741,2019-01-21 13:59:00,2019-01-21 13:59:00,6,2,2,"chefs plate, hello fresh",microbiological (pathogenic) salmonella,Class II,0
12740,2019-01-20 18:00:00,2019-01-20 18:00:00,1,1,1,canada herb,microbiological (pathogenic) salmonella,Class II,0
12764,2019-01-17 20:25:00,2019-01-17 20:25:00,1,1,1,salmon village,microbiological (pathogenic) listeria,Class I,0
12730,2019-01-14 20:30:00,2019-01-14 20:30:00,1,1,1,bio busti,microbiological (pathogenic) listeria,Class I,0
12710,2019-01-04 15:36:00,2019-01-04 15:36:00,3,1,1,culinary treasures,microbiological (other),Class III,0
12695,2018-12-24 16:25:00,2018-12-24 16:25:00,3,3,1,eat smart,microbiological (pathogenic) listeria,Class I,0
12698,2018-12-24 16:25:00,2018-12-24 16:25:00,3,3,1,eat smart,microbiological (pathogenic) listeria,Class I,0
12699,2018-12-24 16:25:00,2018-12-24 16:25:00,3,3,1,eat smart,microbiological (pathogenic) listeria,Class I,0
12693,2018-12-24 16:25:00,2018-12-24 16:25:00,3,3,1,eat smart,microbiological (pathogenic) listeria,Class I,0
12711,2018-12-21 16:01:00,2018-12-21 16:01:00,2,2,1,none / aucune (no label / sans étiquette),microbiological (pathogenic) e.coli o157:h7,Class I,0
12684,2018-12-21 15:08:00,2018-12-21 15:08:00,2,2,1,northeast,microbiological (quality) yeasts,Class III,0
12715,2018-12-15 16:00:00,2018-12-15 16:00:00,2,1,1,adams brothers,microbiological (pathogenic) e.coli o157:h7,Class I,0
12716,2018-12-15 16:00:00,2018-12-15 16:00:00,3,3,2,"adam brothers family farms, none / aucune (adam brothers)",microbiological (pathogenic) e.coli o157:h7,Class I,0
12717,2018-12-15 16:00:00,2018-12-15 16:00:00,2,2,1,none / aucune (ab family farms),microbiological (pathogenic) e.coli o157:h7,Class I,0
12718,2018-12-15 16:00:00,2018-12-15 16:00:00,1,1,1,adam brothers family farms,microbiological (pathogenic) e.coli o157:h7,Class I,0
12719,2018-12-15 16:00:00,2018-12-15 16:00:00,2,2,2,"adam brothers family farms, green leaf lettuce",microbiological (pathogenic) e.coli o157:h7,Class I,0
12680,2018-12-14 21:39:00,2018-12-14 21:39:00,2,2,1,eat smart,microbiological (pathogenic) listeria,Class I,0
12681,2018-12-14 21:39:00,2018-12-14 21:39:00,3,3,1,eat smart,microbiological (pathogenic) listeria,Class I,0
12682,2018-12-14 21:39:00,2018-12-14 21:39:00,3,3,1,eat smart,microbiological (pathogenic) listeria,Class I,0
12683,2018-12-14 21:39:00,2018-12-14 21:39:00,2,2,1,eat smart,microbiological (pathogenic) listeria,Class I,0
12678,2018-12-14 21:39:00,2018-12-14 21:39:00,2,2,1,eat smart,microbiological (pathogenic) listeria,Class I,0
12673,2018-12-13 10:00:00,2018-12-13 10:00:00,1,1,1,provisions food company,microbiological (quality) molds,Class III,0
12672,2018-12-10 12:58:00,2018-12-10 12:58:00,1,1,1,canada herb,microbiological (pathogenic) salmonella,Class II,0
12668,2018-12-05 16:29:00,2018-12-05 16:29:00,1,1,1,eat smart,microbiological (pathogenic) listeria,Class I,0
12666,2018-12-05 14:58:00,2018-12-05 14:58:00,1,1,1,eat smart,microbiological (pathogenic) listeria,Class I,0
12667,2018-12-04 21:13:00,2018-12-04 21:13:00,1,1,1,eat smart,microbiological (pathogenic) listeria,Class I,0
12659,2018-12-04 18:45:00,2018-12-04 18:45:00,1,1,1,eat smart,microbiological (pathogenic) listeria,Class I,0
12651,2018-11-29 18:16:00,2018-11-29 18:16:00,3,2,1,soom,microbiological (pathogenic) salmonella,Class I,0
12650,2018-11-28 14:00:00,2018-11-28 14:00:00,5,4,1,achva,microbiological (pathogenic) salmonella,Class I,0
12604,2018-11-28 13:15:00,2018-11-28 13:15:00,3,3,2,"achva, s & f",microbiological (pathogenic) salmonella,Class I,0
12622,2018-11-13 09:34:00,2018-11-13 09:34:00,1,1,1,happy planet,microbiological (undetermined),Class III,0
12632,2018-11-09 15:25:00,2018-11-09 15:25:00,1,1,1,canada herb,microbiological (pathogenic) salmonella,Class II,0
12609,2018-11-02 13:36:00,2018-11-02 13:36:00,1,1,1,janes,microbiological (pathogenic) salmonella,Class I,0
12607,2018-11-01 14:30:00,2018-11-01 14:30:00,1,1,1,canada herb,microbiological (quality) generic e.coli,Class II,0
12602,2018-10-31 16:47:00,2018-10-31 16:47:00,1,1,1,canada herb,microbiological (pathogenic) salmonella,Class II,0
12567,2018-10-26 16:45:00,2018-10-26 16:45:00,1,1,1,janes,microbiological (pathogenic) salmonella,Class I,0
12591,2018-10-22 12:30:00,2018-10-22 12:30:00,1,1,1,jenny craig,"microbiological (pathogenic) listeria, microbiological (pathogenic) salmonella",Class I,0
12577,2018-10-14 13:57:00,2018-10-14 13:57:00,18,18,1,abbott,microbiological (other),Class I,0
12570,2018-10-12 17:24:00,2018-10-12 17:24:00,15,13,3,"mccain chef sensations, mccain jon-lin, mccain jon-lin naturesmart","microbiological (pathogenic) listeria, microbiological (pathogenic) salmonella",Class II,0
12569,2018-10-11 16:50:00,2018-10-11 16:50:00,1,1,1,euro-balkan specialty foods,microbiological (pathogenic) staphylococcus aureus,Class II,0
12541,2018-10-11 14:00:00,2018-10-11 14:00:00,2,2,2,"could you be more pacific juicy pale ale, postmark brewing",microbiological (quality) yeasts,Class III,0
12548,2018-10-09 20:15:00,2018-10-09 20:15:00,1,1,1,the farm la granja,microbiological (pathogenic) e.coli o157:h7,Class I,0
12527,2018-10-05 12:00:00,2018-10-05 12:00:00,3,3,1,frank,microbiological (quality) molds,Class III,0
12549,2018-10-05 09:30:00,2018-10-05 09:30:00,2,2,1,randsland,microbiological (pathogenic) listeria,Class I,0
12510,2018-10-04 15:18:00,2018-10-04 15:18:00,13,4,7,"acadian gold oysters, acadian king oysters, acadian pearl oysters, glacier bay oysters, gordon choice / gordon choix, sex on the bay, village bay oysters",microbiological (quality) generic e.coli,Class II,0
12544,2018-10-04 14:00:00,2018-10-04 14:00:00,19,19,1,sobeys,microbiological (pathogenic) listeria,Class I,0
12529,2018-10-03 09:30:00,2018-10-03 09:30:00,9,6,2,"aucun / none, monsieur émile smokehouse",microbiological (pathogenic) listeria,Class I,0
12466,2018-10-02 12:01:00,2018-10-02 12:01:00,1,1,1,none / aucune,microbiological (pathogenic) salmonella,Class I,0
12474,2018-09-27 14:00:00,2018-09-27 14:00:00,3,1,1,french's,microbiological (quality) yeasts,Class III,0
12520,2018-09-24 15:48:00,2018-09-24 15:48:00,2,1,1,cabot,microbiological (pathogenic) salmonella,Class II,0
12494,2018-09-22 16:46:00,2018-09-22 16:46:00,3,3,2,"abbott promote, abbott twocal hn",microbiological (other),Class I,0
12519,2018-09-22 10:02:00,2018-09-22 10:02:00,3,3,1,greenbelt microgreens,microbiological (pathogenic) listeria,Class I,0
12517,2018-09-19 18:15:00,2018-09-19 18:15:00,1,1,1,belleisle farms,microbiological (pathogenic) listeria,Class I,0
12513,2018-09-19 16:52:00,2018-09-19 16:52:00,1,1,1,china lily,"microbiological (quality) acc, microbiological (quality) yeasts",Class III,0
12505,2018-09-18 09:02:00,2018-09-18 09:02:00,1,1,1,belleisle farms,microbiological (pathogenic) listeria,Class I,0
12506,2018-09-17 16:05:00,2018-09-17 16:05:00,1,1,1,future seafoods inc. malpeque oysters,microbiological (pathogenic) salmonella,Class II,0
12486,2018-09-08 14:40:00,2018-09-08 14:40:00,1,1,1,randsland,microbiological (pathogenic) listeria,Class I,0
12485,2018-09-07 16:45:00,2018-09-07 16:45:00,17,8,1,pinty's,microbiological (pathogenic) listeria,Class II,0
12478,2018-09-06 15:55:00,2018-09-06 15:55:00,1,1,1,randsland,microbiological (pathogenic) listeria,Class I,0
12475,2018-09-05 22:30:00,2018-09-05 22:30:00,1,1,1,compliments,microbiological (pathogenic) salmonella,Class II,0
12473,2018-08-30 14:52:00,2018-08-30 14:52:00,1,1,1,pinty's,microbiological (pathogenic) listeria,Class II,0
12467,2018-08-29 15:51:00,2018-08-29 15:51:00,2,2,1,rodney's oyster depot lp,microbiological (pathogenic) salmonella,Class II,0
12468,2018-08-28 14:06:00,2018-08-28 14:06:00,1,1,1,lemin food,microbiological (quality) molds,Class III,0
12453,2018-08-26 19:12:00,2018-08-26 19:12:00,1,1,1,randsland,microbiological (pathogenic) listeria,Class I,0
12432,2018-08-25 20:55:00,2018-08-25 20:55:00,2,2,1,greenbelt microgreens,microbiological (pathogenic) listeria,Class I,0
12433,2018-08-16 18:23:00,2018-08-16 18:23:00,2,1,1,randsland,microbiological (pathogenic) listeria,Class I,0
12413,2018-08-09 09:00:00,2018-08-09 09:00:00,2,1,1,pinty's,microbiological (pathogenic) listeria,Class I,0
12423,2018-08-07 18:50:00,2018-08-07 18:50:00,1,1,1,dole,microbiological (pathogenic) listeria,Class II,0
12393,2018-08-03 14:45:00,2018-08-03 14:45:00,1,1,1,mallet / l' étang ruisseau bar ltée.,microbiological (pathogenic) salmonella,Class II,0
12398,2018-08-03 14:00:00,2018-08-03 14:00:00,2,2,1,randsland,microbiological (pathogenic) listeria,Class I,0
12392,2018-08-03 13:30:00,2018-08-03 13:30:00,2,1,1,huîtres la chipagane oysters,microbiological (pathogenic) salmonella,Class II,0
12397,2018-08-02 16:45:00,2018-08-02 16:45:00,2,2,1,none / aucune,microbiological (pathogenic) salmonella,Class II,0
12386,2018-07-23 19:11:00,2018-07-23 19:11:00,2,1,1,pepperidge farm,microbiological (pathogenic) salmonella,Class II,0
12377,2018-07-21 12:10:00,2018-07-21 12:10:00,1,1,1,none / aucune,microbiological (pathogenic) salmonella,Class I,0
12378,2018-07-20 18:33:00,2018-07-20 18:33:00,1,1,1,no name / sans nom,microbiological (pathogenic) salmonella,Class I,0
12375,2018-07-20 15:30:00,2018-07-20 15:30:00,2,1,1,blindman brewing,microbiological (quality) yeasts,Class III,0
12380,2018-07-20 14:44:00,2018-07-20 14:44:00,5,4,1,christie,microbiological (pathogenic) salmonella,Class II,0
12371,2018-07-13 20:20:00,2018-07-13 20:20:00,2,2,1,europe's best,microbiological (pathogenic) salmonella,Class II,0
12345,2018-07-04 16:45:00,2018-07-04 16:45:00,1,1,1,tuttolatte,microbiological (quality) generic e.coli,Class II,0
12341,2018-06-29 18:27:00,2018-06-29 18:27:00,3,2,2,"mitchell's butcher's blend / old east village grocer, none / aucun",microbiological (pathogenic) e.coli,Class I,0
12339,2018-06-29 17:23:00,2018-06-29 17:23:00,1,1,1,lufa farms inc. / les fermes lufa inc.,microbiological (pathogenic) salmonella,Class II,0
12340,2018-06-28 17:55:00,2018-06-28 17:55:00,1,1,1,goodleaf,microbiological (pathogenic) listeria,Class I,0
12316,2018-06-15 17:30:00,2018-06-15 17:30:00,1,1,1,pecorino,microbiological (quality) generic e.coli,Class II,0
12278,2018-06-15 12:15:00,2018-06-15 12:15:00,1,1,1,now real food,microbiological (pathogenic) salmonella,Class I,0
12302,2018-06-07 16:10:00,2018-06-07 16:10:00,2,2,1,evergreen herbs ltd.,microbiological (pathogenic) listeria,Class I,0
12300,2018-06-06 22:50:00,2018-06-06 22:50:00,3,2,1,gpm,microbiological (pathogenic) listeria,Class I,0
12294,2018-06-02 13:02:00,2018-06-02 13:02:00,1,1,1,no name / sans nom,microbiological (pathogenic) salmonella,Class I,0
12289,2018-05-29 16:05:00,2018-05-29 16:05:00,1,1,1,paradise island cheese,microbiological (other),Class II,0
12281,2018-05-26 10:23:00,2018-05-26 10:23:00,1,1,1,italian center shop,microbiological (pathogenic) e.coli o157:h7,Class I,0
12227,2018-05-25 22:20:00,2018-05-25 22:20:00,7,7,1,love child organics,microbiological (other),Class II,0
12242,2018-05-25 22:20:00,2018-05-25 22:20:00,9,9,1,pc organics / pc biologique,microbiological (other),Class II,0
12274,2018-05-17 09:44:00,2018-05-17 09:44:00,7,7,3,"bos, foodfest, nanuk",microbiological (pathogenic) clostridium botulinum,Class I,0
12269,2018-05-15 16:00:00,2018-05-15 16:00:00,1,1,1,whole foods market,microbiological (pathogenic) e.coli,Class I,0
12265,2018-05-14 18:03:00,2018-05-14 18:03:00,1,1,1,haute montagne,microbiological (pathogenic) e.coli,Class I,0
12243,2018-05-02 16:30:00,2018-05-02 16:30:00,9,5,1,k & k foodliner,microbiological (pathogenic) e.coli o157:h7,Class I,0
12246,2018-04-27 17:35:00,2018-04-27 17:35:00,1,1,1,rimbey foods ltd.,microbiological (pathogenic) e.coli o157:h7,Class I,0
12235,2018-04-27 17:30:00,2018-04-27 17:30:00,7,7,1,fuge fine meat,microbiological (pathogenic) e.coli o157:h7,Class I,0
12237,2018-04-26 19:35:00,2018-04-26 19:35:00,40,40,1,real deal meats,microbiological (pathogenic) e.coli o157:h7,Class I,0
12234,2018-04-25 21:30:00,2018-04-25 21:30:00,38,38,1,irvings farm fresh,microbiological (pathogenic) e.coli o157:h7,Class I,0
12233,2018-04-25 17:35:00,2018-04-25 17:35:00,11,11,1,k & k foodliner,microbiological (pathogenic) e.coli o157:h7,Class I,0
12232,2018-04-24 19:25:00,2018-04-24 19:25:00,17,17,1,pine haven,microbiological (pathogenic) e.coli o157:h7,Class I,0
12218,2018-04-24 15:58:00,2018-04-24 15:58:00,19,11,1,greenbelt microgreens,microbiological (pathogenic) listeria,Class I,0
12223,2018-04-20 09:30:00,2018-04-20 09:30:00,1,1,1,montana,microbiological (other),Class I,0
12211,2018-04-19 10:40:00,2018-04-19 10:40:00,17,17,1,eastcoast kitchen,microbiological (pathogenic) listeria,Class I,0
12207,2018-04-18 15:41:00,2018-04-18 15:41:00,5,5,2,"culinary creations gourmet, denny's express",microbiological (pathogenic) listeria,Class I,0
12206,2018-04-18 14:10:00,2018-04-18 14:10:00,2,1,1,fresh 2 go (f2go),microbiological (pathogenic) listeria,Class I,0
12209,2018-04-18 10:39:00,2018-04-18 10:39:00,30,30,1,smith snacks,microbiological (pathogenic) listeria,Class I,0
12208,2018-04-18 10:39:00,2018-04-18 10:39:00,2,2,1,orange store,microbiological (pathogenic) listeria,Class I,0
12216,2018-04-17 15:45:00,2018-04-17 15:45:00,7,5,6,"butcher's selection/la sélection du boucher, chicago 58, deli classic, druxy's, none /aucun - prepared for european quality meats & sausages, none/aucun - prepared for european quality meats & sausages",microbiological (pathogenic) listeria,Class I,0
12197,2018-04-15 20:43:00,2018-04-15 20:43:00,1,1,1,buenas,microbiological (pathogenic) salmonella,Class II,0
12183,2018-04-15 20:43:00,2018-04-15 20:43:00,1,1,1,buenas,microbiological (pathogenic) salmonella,Class II,0
12200,2018-04-14 17:54:00,2018-04-14 17:54:00,1,1,1,montana,microbiological (other),Class I,0
12191,2018-04-10 17:04:00,2018-04-10 17:04:00,5,5,2,"culinary creations gourmet, denny's express",microbiological (pathogenic) listeria,Class I,0
12187,2018-04-10 15:30:00,2018-04-10 15:30:00,2,1,1,fresh 2 go (f2go),microbiological (pathogenic) listeria,Class I,0
12170,2018-04-10 11:12:00,2018-04-10 11:12:00,1,1,1,la san marzano,microbiological (quality) molds,Class III,0
