BrandName,TotalRecalls,UniqueProducts,UniquePathogens,YearsActive,DominantPathogen,DominantClass,DominantSeason,FirstRecall,LastRecall,AvgDaysBetweenRecalls,ClassI,ClassII,ClassIII,UnknownClass,ClassI_Pct,ClassII_Pct,ClassIII_Pct,UnknownClass_Pct
Daily Fresh Shellfish Inc.,3,3,1,1,microbiological (other),Class III,Spring,2022-03-31,2022-03-31,0.0,0,0,3,0,0.0,0.0,100.0,0.0
D. Ritchie Holdings Ltd.,3,3,1,1,microbiological (pathogenic) vibrio parahaemolyticus,Class III,Summer,2016-08-23,2016-08-23,0.0,0,0,3,0,0.0,0.0,100.0,0.0
Culinary Treasures,3,1,1,1,microbiological (other),Class III,Winter,2019-01-04,2019-01-04,0.0,0,0,3,0,0.0,0.0,100.0,0.0
Rolling Acres,3,2,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2014-10-30,2014-10-30,0.0,3,0,0,0,100.0,0.0,0.0,0.0
Crescent,3,3,1,1,microbiological (pathogenic) listeria,Class I,Summer,2022-08-11,2022-08-11,0.0,3,0,0,0,100.0,0.0,0.0,0.0
Rudy,3,3,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2023-11-24,2023-11-30,1.7,0,3,0,0,0.0,100.0,0.0,0.0
Ryki,3,3,1,1,microbiological (pathogenic) listeria,Class I,Summer,2019-07-23,2019-07-29,1.7,3,0,0,0,100.0,0.0,0.0,0.0
Frank,3,3,1,1,microbiological (quality) molds,Class III,Fall,2018-10-05,2018-10-05,0.0,0,0,3,0,0.0,0.0,100.0,0.0
Cortas,3,3,1,1,microbiological (other),Class III,Fall,2013-05-23,2013-09-30,43.3,0,0,3,0,0.0,0.0,100.0,0.0
Saint-Benoît-Du-Lac,3,1,1,1,microbiological (pathogenic) staphylococcus aureus,Class II,Summer,2014-06-19,2014-06-19,0.0,0,3,0,0,0.0,100.0,0.0,0.0
Cahill'S,3,2,1,1,microbiological (pathogenic) listeria,Class I,Summer,2021-07-23,2021-08-04,3.7,3,0,0,0,100.0,0.0,0.0,0.0
Fraser Valley Meats,3,3,2,2,microbiological (pathogenic) e.coli,Class I,Spring,2016-03-24,2021-12-17,698.0,2,1,0,0,66.67,33.33,0.0,0.0
French'S,3,1,1,1,microbiological (quality) yeasts,Class III,Fall,2018-09-27,2018-09-27,0.0,0,0,3,0,0.0,0.0,100.0,0.0
Nutrinor,3,2,1,1,microbiological (pathogenic) listeria,Class I,Summer,2017-07-11,2017-07-21,3.3,3,0,0,0,100.0,0.0,0.0,0.0
Feeding Change,3,1,1,1,microbiological (pathogenic) salmonella,Class II,Spring,2019-04-14,2019-05-07,7.3,0,3,0,0,0.0,100.0,0.0,0.0
Fat Boy,3,1,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2015-09-09,2015-09-09,0.0,0,3,0,0,0.0,100.0,0.0,0.0
Our Finest,3,3,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Spring,2012-03-17,2012-03-17,0.0,3,0,0,0,100.0,0.0,0.0,0.0
Douglas Meats / Marketplace Co-Op,3,3,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-09-20,2012-09-20,0.0,3,0,0,0,100.0,0.0,0.0,0.0
Jersey Meat Products,3,3,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-12,2019-10-12,0.0,3,0,0,0,100.0,0.0,0.0,0.0
Eberhardt,3,2,1,1,microbiological (pathogenic) listeria,Class I,Spring,2014-03-13,2014-03-17,1.0,3,0,0,0,100.0,0.0,0.0,0.0
Popcorn Indiana,3,2,1,1,microbiological (pathogenic) listeria,Class I,Fall,2012-10-04,2012-10-04,0.0,3,0,0,0,100.0,0.0,0.0,0.0
Jim M. Koo Produce,3,3,1,1,microbiological (pathogenic) salmonella,Class I,Summer,2020-08-07,2020-08-07,0.0,3,0,0,0,100.0,0.0,0.0,0.0
Est 442 - Reddi Food Solutions,3,3,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-10-05,2012-10-05,0.0,3,0,0,0,100.0,0.0,0.0,0.0
Prairie Meats,3,3,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-09-29,2012-09-29,0.0,3,0,0,0,100.0,0.0,0.0,0.0
Prepared By Centennial Foods,3,3,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-07,2019-10-07,0.0,3,0,0,0,100.0,0.0,0.0,0.0
President'S Choice/Le Choix Du Président,3,3,1,1,microbiological (pathogenic) listeria,Class I,Summer,2016-06-02,2016-06-02,0.0,3,0,0,0,100.0,0.0,0.0,0.0
"Prima, Sweet 2 Eat",3,2,1,1,microbiological (pathogenic) salmonella,Class I,Summer,2020-08-24,2020-08-24,0.0,3,0,0,0,100.0,0.0,0.0,0.0
Prince,3,1,1,1,microbiological (pathogenic) salmonella,Class II,Summer,2013-06-24,2013-06-25,0.0,0,3,0,0,0.0,100.0,0.0,0.0
Pro-Marque,3,3,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-09-27,2012-09-27,0.0,3,0,0,0,100.0,0.0,0.0,0.0
Oven Pride Kitchen,3,3,1,1,microbiological (pathogenic) listeria,Class I,Summer,2015-07-04,2015-07-10,1.7,3,0,0,0,100.0,0.0,0.0,0.0
Paradise Cove,3,1,1,1,microbiological (pathogenic) vibrio parahaemolyticus,Class III,Summer,2015-08-18,2015-08-18,0.0,0,0,3,0,0.0,0.0,100.0,0.0
Papillon,3,1,1,1,microbiological (pathogenic) staphylococcus aureus,Class II,Summer,2015-06-16,2015-06-16,0.0,0,3,0,0,0.0,100.0,0.0,0.0
Panache,3,2,1,2,microbiological (other),Class III,Winter,2020-06-11,2021-02-01,78.3,0,0,3,0,0.0,0.0,100.0,0.0
Doug'S Quality Meats,3,3,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-15,2019-10-15,0.0,3,0,0,0,100.0,0.0,0.0,0.0
Palme D'Or,3,3,1,1,microbiological (other),Class III,Winter,2015-01-07,2015-01-07,0.0,0,0,3,0,0.0,0.0,100.0,0.0
Mahruse,3,3,1,1,microbiological (pathogenic) salmonella,Class II,Winter,2022-01-06,2022-01-18,4.0,0,3,0,0,0.0,100.0,0.0,0.0
Oysters N/Shell Little Wing,3,1,1,1,microbiological (pathogenic) vibrio parahaemolyticus,Class III,Summer,2015-08-18,2015-08-18,0.0,0,0,3,0,0.0,0.0,100.0,0.0
Prospector Frozen Foods,3,3,1,1,microbiological (pathogenic) listeria,Class II,Fall,2019-10-04,2019-10-04,0.0,0,3,0,0,0.0,100.0,0.0,0.0
Dom Reserve,3,1,1,1,microbiological (pathogenic) listeria,Class I,Spring,2019-05-05,2019-05-17,3.7,3,0,0,0,100.0,0.0,0.0,0.0
Pusateri'S  Fine Foods,3,2,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-15,2019-10-15,0.0,3,0,0,0,100.0,0.0,0.0,0.0
Salish Seafoods,3,2,1,1,microbiological (pathogenic) listeria,Class I,Spring,2015-02-21,2015-03-03,3.3,3,0,0,0,100.0,0.0,0.0,0.0
La Mantia'S Country Market,3,3,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-10,2019-10-10,0.0,3,0,0,0,100.0,0.0,0.0,0.0
Fresh And Local,3,3,1,2,microbiological (pathogenic) listeria,Class I,Winter,2017-12-27,2022-09-20,576.0,3,0,0,0,100.0,0.0,0.0,0.0
Captain'S Choice,3,3,2,2,microbiological (pathogenic) salmonella,Class II,Winter,2018-01-24,2019-08-30,194.0,0,3,0,0,0.0,100.0,0.0,0.0
Sold At: /Vendu Dans Les Magasins: Tgp Warehouse Market,3,3,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-10-03,2012-10-03,0.0,3,0,0,0,100.0,0.0,0.0,0.0
"Sold From Asia Food Mart, 1154 Hamilton Rd., London, On",3,2,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Spring,2011-04-11,2011-04-11,0.0,3,0,0,0,100.0,0.0,0.0,0.0
None/Aucune - P.A.T Oriental Food Market,3,3,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-21,2019-10-21,0.0,3,0,0,0,100.0,0.0,0.0,0.0
Solmaz,3,3,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-24,2019-10-24,0.0,3,0,0,0,100.0,0.0,0.0,0.0
Intercity Packers Ltd.,3,2,2,2,microbiological (other),Class I,Spring,2014-02-28,2022-04-12,988.0,1,1,1,0,33.33,33.33,33.33,0.0
Soom,3,2,1,1,microbiological (pathogenic) salmonella,Class I,Fall,2018-11-29,2018-11-29,0.0,3,0,0,0,100.0,0.0,0.0,0.0
St Laurent,3,2,1,1,microbiological (pathogenic) listeria,Class I,Summer,2017-07-05,2017-07-21,5.3,3,0,0,0,100.0,0.0,0.0,0.0
Keybrand,3,3,1,1,microbiological (pathogenic) listeria,Class II,Fall,2019-10-04,2019-10-04,0.0,0,3,0,0,0.0,100.0,0.0,0.0
Carleton,3,3,1,1,microbiological (pathogenic) listeria,Class I,Fall,2021-11-07,2021-11-07,0.0,3,0,0,0,100.0,0.0,0.0,0.0
Star Egg,3,3,1,1,microbiological (pathogenic) salmonella,Class II,Winter,2024-02-17,2024-02-17,0.0,0,3,0,0,0.0,100.0,0.0,0.0
Centennial Foods,3,3,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-15,2019-10-15,0.0,3,0,0,0,100.0,0.0,0.0,0.0
None / Aucune – Rowe Farm Meats,3,3,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-11,2019-10-11,0.0,3,0,0,0,100.0,0.0,0.0,0.0
Galleria Supermarket,3,3,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-11,2019-10-11,0.0,3,0,0,0,100.0,0.0,0.0,0.0
"Galleria Supermarket, York Mills",3,3,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-10,2019-10-10,0.0,3,0,0,0,100.0,0.0,0.0,0.0
"Garden Foods (501 Queen Street, Bolton)",3,3,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Spring,2017-05-09,2017-05-09,0.0,3,0,0,0,100.0,0.0,0.0,0.0
Garlic Guru,3,3,1,1,microbiological (quality) molds,Class III,Summer,2011-07-25,2011-07-25,0.0,0,0,3,0,0.0,0.0,100.0,0.0
Subway,3,3,3,2,microbiological (pathogenic) listeria,Class I,Spring,2015-03-11,2019-03-19,489.7,1,1,1,0,33.33,33.33,33.33,0.0
Gaspésien,3,3,1,1,microbiological (pathogenic) listeria,Class I,Spring,2018-04-04,2018-04-04,0.0,3,0,0,0,100.0,0.0,0.0,0.0
Marcelleria Atlas (Toronto),3,3,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Spring,2017-05-09,2017-05-09,0.0,3,0,0,0,100.0,0.0,0.0,0.0
Cal Fresco,3,2,1,1,microbiological (pathogenic) salmonella,Class II,Winter,2011-12-20,2011-12-21,0.0,0,3,0,0,0.0,100.0,0.0,0.0
Lifeforce Foods,3,3,1,1,microbiological (pathogenic) listeria,Class I,Winter,2013-01-28,2013-01-28,0.0,3,0,0,0,100.0,0.0,0.0,0.0
Solstice Ciderworks,3,3,2,2,microbiological (other),Class III,Winter,2021-02-01,2023-03-29,261.7,0,0,3,0,0.0,0.0,100.0,0.0
Fromagerie Du Pied-De-Vent,3,2,1,1,microbiological (pathogenic) staphylococcus aureus,Class II,Spring,2012-02-21,2012-03-23,10.3,0,3,0,0,0.0,100.0,0.0,0.0
Scotian Gold,3,3,1,1,microbiological (pathogenic) listeria,Class I,Winter,2015-01-10,2015-01-10,0.0,3,0,0,0,100.0,0.0,0.0,0.0
Chocolate Moose Fudge Factory,3,3,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2011-09-12,2011-09-12,0.0,3,0,0,0,100.0,0.0,0.0,0.0
Simply Superior,3,3,1,2,microbiological (pathogenic) listeria,Class I,Summer,2013-06-18,2014-03-17,90.3,3,0,0,0,100.0,0.0,0.0,0.0
Simply Food,3,3,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Spring,2012-03-17,2012-03-17,0.0,3,0,0,0,100.0,0.0,0.0,0.0
Choices' Own,3,3,1,1,microbiological (pathogenic) listeria,Class I,Summer,2016-06-22,2016-06-22,0.0,3,0,0,0,100.0,0.0,0.0,0.0
Shabros,3,2,1,2,microbiological (pathogenic) salmonella,Class II,Summer,2013-07-08,2015-02-28,200.0,0,3,0,0,0.0,100.0,0.0,0.0
Sensoryeffects,3,2,1,1,microbiological (pathogenic) salmonella,Class II,Summer,2013-07-22,2013-08-07,5.3,0,3,0,0,0.0,100.0,0.0,0.0
Freshkis,3,2,2,1,"microbiological (pathogenic) salmonella, microbiological (quality) generic e.coli",Class II,Fall,2015-09-28,2015-10-13,5.0,0,3,0,0,0.0,100.0,0.0,0.0
From Our Chefs,3,3,1,1,microbiological (other),Class II,Winter,2014-12-16,2014-12-16,0.0,0,3,0,0,0.0,100.0,0.0,0.0
Nordica On-The-Go / Nordica Sur-Le-Pouce,3,3,1,1,microbiological (other),Class III,Summer,2014-08-29,2014-08-29,0.0,0,0,3,0,0.0,0.0,100.0,0.0
Fresh St,3,2,1,1,microbiological (pathogenic) listeria,Class I,Spring,2017-04-01,2017-04-01,0.0,3,0,0,0,100.0,0.0,0.0,0.0
Large Kusshi,2,1,1,1,microbiological (pathogenic) vibrio parahaemolyticus,Class III,Summer,2015-08-18,2015-08-18,0.0,0,0,2,0,0.0,0.0,100.0,0.0
Masellis Supermarket (Toronto),2,2,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Spring,2017-05-09,2017-05-09,0.0,2,0,0,0,100.0,0.0,0.0,0.0
Maple Leaf,2,1,1,1,microbiological (pathogenic) staphylococcus aureus,Class II,Fall,2017-05-09,2017-11-01,87.5,0,2,0,0,0.0,100.0,0.0,0.0
Malta Guiness,2,1,1,1,microbiological (pathogenic) salmonella,Class II,Winter,2022-01-13,2022-01-14,0.0,0,2,0,0,0.0,100.0,0.0,0.0
Main Street Brewing,2,1,1,1,microbiological (quality) yeasts,Class III,Winter,2023-12-18,2023-12-18,0.0,0,0,2,0,0.0,0.0,100.0,0.0
Metro Ontario,2,2,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-09-17,2012-09-20,1.5,2,0,0,0,100.0,0.0,0.0,0.0
Masstown Market,2,2,1,1,microbiological (pathogenic) clostridium botulinum,Class I,Spring,2018-03-29,2018-03-29,0.0,2,0,0,0,100.0,0.0,0.0,0.0
Large,2,1,1,1,microbiological (pathogenic) vibrio parahaemolyticus,Class III,Summer,2015-08-18,2015-08-18,0.0,0,0,2,0,0.0,0.0,100.0,0.0
Marc Angelo,2,2,1,1,microbiological (pathogenic) listeria,Class I,Summer,2014-08-06,2014-08-27,10.5,2,0,0,0,100.0,0.0,0.0,0.0
Little Shemogue Oysters,2,1,2,1,microbiological (pathogenic) salmonella,Class II,Summer,2017-08-08,2017-08-10,0.5,0,1,1,0,0.0,50.0,50.0,0.0
Mallet,2,2,2,2,microbiological (pathogenic) salmonella,Class II,Fall,2014-09-23,2015-09-24,182.5,0,1,1,0,0.0,50.0,50.0,0.0
Limca,2,1,1,1,microbiological (quality) molds,Class III,Summer,2013-08-23,2013-08-23,0.0,0,0,2,0,0.0,0.0,100.0,0.0
Lian Teng,2,2,1,1,microbiological (pathogenic) listeria,Class I,Fall,2023-10-25,2023-11-07,6.5,1,1,0,0,50.0,50.0,0.0,0.0
Lakeshore Meats,2,2,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-16,2019-10-16,0.0,2,0,0,0,100.0,0.0,0.0,0.0
Mclean,2,2,1,1,microbiological (other),Class III,Summer,2014-07-17,2014-07-17,0.0,0,0,2,0,0.0,0.0,100.0,0.0
Medium,2,1,1,1,microbiological (pathogenic) vibrio parahaemolyticus,Class III,Summer,2015-08-18,2015-08-18,0.0,0,0,2,0,0.0,0.0,100.0,0.0
Macgregors Meat & Seafood Ltd,2,2,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-11,2019-10-11,0.0,2,0,0,0,100.0,0.0,0.0,0.0
Le Verdict D'Alexina,2,1,1,1,microbiological (pathogenic) staphylococcus aureus,Class II,Summer,2014-06-27,2014-06-27,0.0,0,2,0,0,0.0,100.0,0.0,0.0
Lärabar,2,2,1,1,microbiological (quality) molds,Class III,Summer,2015-08-05,2015-08-05,0.0,0,0,2,0,0.0,0.0,100.0,0.0
Luigi Guffanti 1876,2,2,2,2,microbiological (pathogenic) e.coli,Class I,Spring,2014-07-22,2020-03-10,1028.5,2,0,0,0,100.0,0.0,0.0,0.0
Loblaw Brands Ltd.,2,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-09-17,2012-10-05,9.0,2,0,0,0,100.0,0.0,0.0,0.0
Madegood,2,2,1,1,microbiological (pathogenic) salmonella,Class I,Summer,2014-06-12,2014-06-12,0.0,2,0,0,0,100.0,0.0,0.0,0.0
Les Huîtres Cadoret - La Perle Noire,2,2,1,1,microbiological (other),Class II,Spring,2020-03-01,2020-03-01,0.0,0,2,0,0,0.0,100.0,0.0,0.0
Mccain Anchor,2,2,1,1,microbiological (pathogenic) e.coli,Class III,Summer,2016-07-15,2016-07-15,0.0,0,0,2,0,0.0,0.0,100.0,0.0
Mann'S Snacking Favourites,2,2,1,1,microbiological (pathogenic) listeria,Class I,Fall,2017-10-19,2017-10-19,0.0,2,0,0,0,100.0,0.0,0.0,0.0
Madeleine,2,2,1,1,microbiological (pathogenic) clostridium botulinum,Class I,Fall,2014-09-26,2014-10-02,2.5,2,0,0,0,100.0,0.0,0.0,0.0
Licks,2,2,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Spring,2012-03-17,2012-03-17,0.0,2,0,0,0,100.0,0.0,0.0,0.0
Luigi Guffanti,2,1,1,1,microbiological (pathogenic) staphylococcus aureus,Class II,Summer,2021-07-30,2021-08-04,2.0,0,2,0,0,0.0,100.0,0.0,0.0
Le Secret De Maurice,2,2,2,2,microbiological (pathogenic) e.coli,Class II,Fall,2016-09-23,2017-09-21,181.0,0,2,0,0,0.0,100.0,0.0,0.0
Lotus,2,2,1,1,microbiological (pathogenic) clostridium botulinum,Class I,Spring,2012-04-21,2012-04-24,1.5,2,0,0,0,100.0,0.0,0.0,0.0
(None) Fresh Start Foods Richmond Bc,2,2,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2023-11-27,2023-11-27,0.0,0,2,0,0,0.0,100.0,0.0,0.0
Michael-Angelo'S Market Place Inc. (Erin Mills),2,2,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Spring,2017-05-09,2017-05-09,0.0,2,0,0,0,100.0,0.0,0.0,0.0
Sapsucker,2,1,1,1,microbiological (quality) yeasts,Class III,Spring,2020-04-27,2020-04-27,0.0,0,0,2,0,0.0,0.0,100.0,0.0
Sawmill Bay Large Dd'S,2,1,1,1,microbiological (pathogenic) vibrio parahaemolyticus,Class III,Summer,2015-08-18,2015-08-18,0.0,0,0,2,0,0.0,0.0,100.0,0.0
Sawmill Bay Smalls,2,1,1,1,microbiological (pathogenic) vibrio parahaemolyticus,Class III,Summer,2015-08-18,2015-08-18,0.0,0,0,2,0,0.0,0.0,100.0,0.0
Scale Meats Ltd.,2,2,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-10,2019-10-10,0.0,2,0,0,0,100.0,0.0,0.0,0.0
Schnurr'S,2,2,1,1,microbiological (pathogenic) e.coli,Class II,Summer,2017-06-27,2017-06-27,0.0,0,2,0,0,0.0,100.0,0.0,0.0
Ser Lumière,2,1,1,1,microbiological (other),Class II,Spring,2021-03-20,2021-03-20,0.0,0,2,0,0,0.0,100.0,0.0,0.0
Silani Fetalite,2,1,1,1,microbiological (quality) generic e.coli,Class II,Spring,2020-03-03,2020-03-03,0.0,0,2,0,0,0.0,100.0,0.0,0.0
Sk Quality Meats (Witteveen  Quality Meats),2,2,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-18,2019-10-18,0.0,2,0,0,0,100.0,0.0,0.0,0.0
Sold At / Vendu Dans Les Magasins Buy-Low Foods & Nesters Market,2,2,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-10-05,2012-10-05,0.0,2,0,0,0,100.0,0.0,0.0,0.0
Spitz,2,2,1,1,microbiological (pathogenic) listeria,Class I,Summer,2016-06-02,2016-06-02,0.0,2,0,0,0,100.0,0.0,0.0,0.0
Sprouts Alive,2,2,2,2,microbiological (pathogenic) salmonella,Class I,Fall,2011-07-20,2020-09-19,1674.0,1,0,1,0,50.0,0.0,50.0,0.0
St-Hubert,2,2,2,2,microbiological (other),Class II,Spring,2014-06-17,2017-04-25,521.0,0,1,1,0,0.0,50.0,50.0,0.0
St. Francis Herb Farm,2,1,1,1,microbiological (quality) molds,Class III,Spring,2020-04-21,2020-04-21,0.0,0,0,2,0,0.0,0.0,100.0,0.0
St. Thomas,2,2,1,1,microbiological (pathogenic) clostridium botulinum,Class I,Spring,2013-04-13,2013-04-13,0.0,2,0,0,0,100.0,0.0,0.0,0.0
Standard Northern Nova Oysters,2,2,1,1,microbiological (pathogenic) vibrio parahaemolyticus,Class III,Fall,2016-09-08,2016-09-08,0.0,0,0,2,0,0.0,0.0,100.0,0.0
Steakhouse Select,2,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-11,2019-10-15,1.5,2,0,0,0,100.0,0.0,0.0,0.0
Sawmill Bay Gems,2,1,1,1,microbiological (pathogenic) vibrio parahaemolyticus,Class III,Summer,2015-08-18,2015-08-18,0.0,0,0,2,0,0.0,0.0,100.0,0.0
Santosh,2,2,1,1,microbiological (quality) molds,Class III,Summer,2016-07-22,2016-07-22,0.0,0,0,2,0,0.0,0.0,100.0,0.0
Milford Bay Trout Farm Inc.,2,2,2,2,microbiological (pathogenic) clostridium botulinum,Class I,Fall,2011-11-27,2012-02-04,34.0,2,0,0,0,100.0,0.0,0.0,0.0
Samir Supermarket & Restaurant Inc.,2,2,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-10,2019-10-10,0.0,2,0,0,0,100.0,0.0,0.0,0.0
Q Burger,2,2,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Spring,2012-03-17,2012-03-17,0.0,2,0,0,0,100.0,0.0,0.0,0.0
Ramuzian Meat Shop (Richmond Hill),2,2,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Spring,2017-05-11,2017-05-11,0.0,2,0,0,0,100.0,0.0,0.0,0.0
Ready Pac,2,2,1,1,microbiological (pathogenic) salmonella,Class I,Fall,2012-09-02,2012-09-02,0.0,2,0,0,0,100.0,0.0,0.0,0.0
Reid X Smalls,2,1,1,1,microbiological (pathogenic) vibrio parahaemolyticus,Class III,Summer,2015-08-18,2015-08-18,0.0,0,0,2,0,0.0,0.0,100.0,0.0
Renée'S Gourmet,2,1,1,1,microbiological (quality) molds,Class III,Spring,2017-05-10,2017-05-10,0.0,0,0,2,0,0.0,0.0,100.0,0.0
Reser'S,2,1,1,1,microbiological (pathogenic) listeria,Class I,Fall,2013-10-05,2013-10-05,0.0,2,0,0,0,100.0,0.0,0.0,0.0
Rich Products Corporation,2,2,1,1,microbiological (pathogenic) e.coli,Class II,Spring,2017-04-23,2017-04-23,0.0,0,2,0,0,0.0,100.0,0.0,0.0
Roch,2,2,2,2,microbiological (other),Class I,Fall,2012-09-27,2015-11-27,577.5,1,0,1,0,50.0,0.0,50.0,0.0
Rodney'S Oyster Depot Lp,2,2,1,1,microbiological (pathogenic) salmonella,Class II,Summer,2018-08-29,2018-08-29,0.0,0,2,0,0,0.0,100.0,0.0,0.0
Rose,2,1,1,1,microbiological (pathogenic) listeria,Class I,Summer,2011-06-23,2011-06-23,0.0,2,0,0,0,100.0,0.0,0.0,0.0
Rosemount,2,2,1,1,microbiological (pathogenic) listeria,Class II,Summer,2019-08-18,2019-08-23,2.5,0,2,0,0,0.0,100.0,0.0,0.0
Ruffles,2,2,1,1,microbiological (quality) molds,Class III,Spring,2020-05-08,2020-05-08,0.0,0,0,2,0,0.0,0.0,100.0,0.0
Saladitos,2,1,1,1,microbiological (pathogenic) clostridium botulinum,Class I,Summer,2023-06-09,2023-06-16,3.5,2,0,0,0,100.0,0.0,0.0,0.0
Salaison Alpha,2,2,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-09-27,2012-09-27,0.0,2,0,0,0,100.0,0.0,0.0,0.0
Salaison Alpha Ltee,2,2,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Summer,2012-08-01,2012-08-01,0.0,2,0,0,0,100.0,0.0,0.0,0.0
Sue'S Meats (Richmond Hill),2,2,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Spring,2017-05-11,2017-05-11,0.0,2,0,0,0,100.0,0.0,0.0,0.0
Sun Med,2,2,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2014-09-03,2014-09-03,0.0,0,2,0,0,0.0,100.0,0.0,0.0
Sun Valley,2,2,1,1,microbiological (pathogenic) listeria,Class I,Summer,2013-06-18,2013-06-18,0.0,2,0,0,0,100.0,0.0,0.0,0.0
Sunridge,2,2,1,1,microbiological (pathogenic) listeria,Class I,Summer,2013-06-18,2013-06-18,0.0,2,0,0,0,100.0,0.0,0.0,0.0
Tri-Star Seafood Supply Ltd.,2,1,1,1,microbiological (other),Class II,Spring,2022-05-31,2022-06-01,0.5,0,2,0,0,0.0,100.0,0.0,0.0
Triple A,2,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Spring,2018-03-18,2018-03-19,0.5,2,0,0,0,100.0,0.0,0.0,0.0
Trophy,2,2,1,1,microbiological (pathogenic) salmonella,Class II,Spring,2013-04-04,2013-04-10,2.5,0,2,0,0,0.0,100.0,0.0,0.0
Uruthira,2,2,1,1,microbiological (pathogenic) bacillus cereus,Class II,Spring,2023-05-19,2023-05-19,0.0,0,2,0,0,0.0,100.0,0.0,0.0
Vanderpol'S Eggs,2,2,1,1,microbiological (pathogenic) listeria,Class I,Spring,2014-03-27,2014-03-27,0.0,2,0,0,0,100.0,0.0,0.0,0.0
Various Sobeys Banners/Brands,2,2,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-09-29,2012-10-03,2.0,2,0,0,0,100.0,0.0,0.0,0.0
Verano Food Purveyors,2,1,1,1,microbiological (pathogenic) clostridium botulinum,Class I,Summer,2016-07-07,2016-07-07,0.0,2,0,0,0,100.0,0.0,0.0,0.0
Viandes Laroches,2,2,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Spring,2011-04-21,2011-04-21,0.0,2,0,0,0,100.0,0.0,0.0,0.0
Wallenstein General Store Inc.,2,2,1,1,microbiological (pathogenic) e.coli,Class II,Summer,2017-06-28,2017-06-28,0.0,0,2,0,0,0.0,100.0,0.0,0.0
Webbersfood,2,2,1,1,microbiological (pathogenic) clostridium botulinum,Class I,Spring,2016-05-06,2016-05-06,0.0,2,0,0,0,100.0,0.0,0.0,0.0
Webers,2,2,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Spring,2012-03-17,2012-03-17,0.0,2,0,0,0,100.0,0.0,0.0,0.0
West Of The 5Th,2,2,1,1,microbiological (quality) yeasts,Class III,Summer,2019-08-09,2019-08-09,0.0,0,0,2,0,0.0,0.0,100.0,0.0
Westholme Tea Company,2,2,1,1,microbiological (pathogenic) salmonella,Class III,Spring,2019-03-27,2019-03-27,0.0,0,0,2,0,0.0,0.0,100.0,0.0
